date,vessel_type,origin_country,freight_rate_usd_per_tonne,bunker_price_usd_per_tonne_ifo380,port_congestion_index
2024-07-23,Supramax,Mozambique,7.82,445.1,0.0
2024-07-24,Supramax,Mozambique,7.39,416.4,0.423
2024-07-25,Supramax,Mozambique,7.66,442.3,0.355
2024-07-26,Supramax,Mozambique,7.21,441.2,0.762
2024-07-27,Supramax,Mozambique,6.26,435.4,0.502
2024-07-28,Supramax,Mozambique,6.84,432.5,0.192
2024-07-29,Supramax,Mozambique,6.99,455.7,0.118
2024-07-30,Supramax,Mozambique,6.1,432.3,0.455
2024-07-31,Supramax,Mozambique,6.33,452.2,0.57
2024-08-01,Supramax,Mozambique,6.62,474.0,0.817
2024-08-02,Supramax,Mozambique,7.1,405.6,0.651
2024-08-03,Supramax,Mozambique,7.12,455.1,0.545
2024-08-04,Supramax,Mozambique,6.75,438.2,0.501
2024-08-05,Supramax,Mozambique,7.45,425.2,0.372
2024-08-06,Supramax,Mozambique,7.86,433.0,0.225
2024-08-07,Supramax,Mozambique,8.56,461.0,0.305
2024-08-08,Supramax,Mozambique,9.53,431.7,0.403
2024-08-09,Supramax,Mozambique,9.68,438.0,0.145
2024-08-10,Supramax,Mozambique,10.21,441.8,0.116
2024-08-11,Supramax,Mozambique,10.61,451.8,0.027
2024-08-12,Supramax,Mozambique,10.78,447.9,0.179
2024-08-13,Supramax,Mozambique,11.19,449.7,0.387
2024-08-14,Supramax,Mozambique,11.15,441.9,0.505
2024-08-15,Supramax,Mozambique,11.49,440.5,0.667
2024-08-16,Supramax,Mozambique,11.07,443.6,0.415
2024-08-17,Supramax,Mozambique,11.87,464.4,0.614
2024-08-18,Supramax,Mozambique,11.96,462.9,0.378
2024-08-19,Supramax,Mozambique,12.22,434.7,0.637
2024-08-20,Supramax,Mozambique,12.18,462.7,0.434
2024-08-21,Supramax,Mozambique,12.22,435.8,0.593
2024-08-22,Supramax,Mozambique,11.76,426.0,0.623
2024-08-23,Supramax,Mozambique,11.77,468.7,0.635
2024-08-24,Supramax,Mozambique,11.8,452.0,0.361
2024-08-25,Supramax,Mozambique,12.26,434.1,0.438
2024-08-26,Supramax,Mozambique,12.44,419.1,0.529
2024-08-27,Supramax,Mozambique,12.55,424.3,0.421
2024-08-28,Supramax,Mozambique,12.22,453.6,0.378
2024-08-29,Supramax,Mozambique,12.09,422.7,0.231
2024-08-30,Supramax,Mozambique,12.2,434.3,0.539
2024-08-31,Supramax,Mozambique,12.07,440.4,0.556
2024-09-01,Supramax,Mozambique,11.27,436.9,0.321
2024-09-02,Supramax,Mozambique,10.95,431.0,0.328
2024-09-03,Supramax,Mozambique,11.08,448.4,0.345
2024-09-04,Supramax,Mozambique,10.74,441.3,0.474
2024-09-05,Supramax,Mozambique,11.55,434.4,0.559
2024-09-06,Supramax,Mozambique,11.44,433.2,0.442
2024-09-07,Supramax,Mozambique,11.64,453.2,0.148
2024-09-08,Supramax,Mozambique,11.88,437.8,0.153
2024-09-09,Supramax,Mozambique,11.95,423.7,0.292
2024-09-10,Supramax,Mozambique,11.96,455.3,0.526
2024-09-11,Supramax,Mozambique,12.19,407.9,0.483
2024-09-12,Supramax,Mozambique,12.54,405.2,0.524
2024-09-13,Supramax,Mozambique,11.84,432.6,0.509
2024-09-14,Supramax,Mozambique,11.58,397.2,0.559
2024-09-15,Supramax,Mozambique,11.25,425.9,0.647
2024-09-16,Supramax,Mozambique,10.74,423.9,0.473
2024-09-17,Supramax,Mozambique,10.63,420.7,0.548
2024-09-18,Supramax,Mozambique,11.07,442.5,0.495
2024-09-19,Supramax,Mozambique,10.75,428.2,0.448
2024-09-20,Supramax,Mozambique,10.25,434.0,0.36
2024-09-21,Supramax,Mozambique,10.4,416.4,0.57
2024-09-22,Supramax,Mozambique,10.15,424.0,0.607
2024-09-23,Supramax,Mozambique,10.11,420.5,0.543
2024-09-24,Supramax,Mozambique,9.98,392.7,0.441
2024-09-25,Supramax,Mozambique,11.0,435.1,0.268
2024-09-26,Supramax,Mozambique,11.03,437.8,0.401
2024-09-27,Supramax,Mozambique,10.47,407.2,0.556
2024-09-28,Supramax,Mozambique,10.56,442.4,0.72
2024-09-29,Supramax,Mozambique,10.54,415.6,0.613
2024-09-30,Supramax,Mozambique,9.71,439.8,0.612
2024-10-01,Supramax,Mozambique,9.93,409.3,0.517
2024-10-02,Supramax,Mozambique,10.02,437.4,0.482
2024-10-03,Supramax,Mozambique,10.24,414.9,0.488
2024-10-04,Supramax,Mozambique,9.38,411.9,0.62
2024-10-05,Supramax,Mozambique,9.78,440.4,0.428
2024-10-06,Supramax,Mozambique,9.36,397.8,0.552
2024-10-07,Supramax,Mozambique,9.72,422.4,0.486
2024-10-08,Supramax,Mozambique,10.04,438.7,0.611
2024-10-09,Supramax,Mozambique,10.43,419.6,0.213
2024-10-10,Supramax,Mozambique,9.83,425.7,0.461
2024-10-11,Supramax,Mozambique,9.78,420.9,0.423
2024-10-12,Supramax,Mozambique,9.56,419.9,0.476
2024-10-13,Supramax,Mozambique,9.48,433.0,0.652
2024-10-14,Supramax,Mozambique,10.08,428.2,0.502
2024-10-15,Supramax,Mozambique,10.09,413.7,0.522
2024-10-16,Supramax,Mozambique,10.29,432.8,0.671
2024-10-17,Supramax,Mozambique,10.03,426.4,0.497
2024-10-18,Supramax,Mozambique,9.73,425.6,0.379
2024-10-19,Supramax,Mozambique,9.41,429.0,0.382
2024-10-20,Supramax,Mozambique,9.21,422.6,0.953
2024-10-21,Supramax,Mozambique,9.44,416.1,0.55
2024-10-22,Supramax,Mozambique,9.33,410.7,0.395
2024-10-23,Supramax,Mozambique,9.62,434.4,0.658
2024-10-24,Supramax,Mozambique,9.59,437.3,0.261
2024-10-25,Supramax,Mozambique,9.8,416.0,0.543
2024-10-26,Supramax,Mozambique,10.43,423.3,0.732
2024-10-27,Supramax,Mozambique,9.82,419.9,0.523
2024-10-28,Supramax,Mozambique,10.04,426.4,0.653
2024-10-29,Supramax,Mozambique,9.52,407.7,0.504
2024-10-30,Supramax,Mozambique,9.8,434.8,0.673
2024-10-31,Supramax,Mozambique,10.08,418.5,0.387
2024-11-01,Supramax,Mozambique,10.15,416.4,0.489
2024-11-02,Supramax,Mozambique,10.23,417.7,0.444
2024-11-03,Supramax,Mozambique,9.59,401.9,0.585
2024-11-04,Supramax,Mozambique,9.4,415.2,0.68
2024-11-05,Supramax,Mozambique,9.06,416.5,0.657
2024-11-06,Supramax,Mozambique,9.62,420.3,0.392
2024-11-07,Supramax,Mozambique,9.65,443.9,0.591
2024-11-08,Supramax,Mozambique,9.56,405.3,0.585
2024-11-09,Supramax,Mozambique,9.06,416.8,0.725
2024-11-10,Supramax,Mozambique,9.04,399.8,0.515
2024-11-11,Supramax,Mozambique,9.52,398.7,0.437
2024-11-12,Supramax,Mozambique,9.69,420.3,0.601
2024-11-13,Supramax,Mozambique,9.94,410.7,0.393
2024-11-14,Supramax,Mozambique,9.9,415.6,0.275
2024-11-15,Supramax,Mozambique,9.4,421.0,0.568
2024-11-16,Supramax,Mozambique,9.39,414.2,0.848
2024-11-17,Supramax,Mozambique,9.05,414.5,0.495
2024-11-18,Supramax,Mozambique,9.19,434.5,0.33
2024-11-19,Supramax,Mozambique,9.46,422.5,0.765
2024-11-20,Supramax,Mozambique,9.4,422.5,0.54
2024-11-21,Supramax,Mozambique,9.32,437.6,0.775
2024-11-22,Supramax,Mozambique,8.97,429.7,0.56
2024-11-23,Supramax,Mozambique,8.6,394.1,0.383
2024-11-24,Supramax,Mozambique,8.73,418.5,0.58
2024-11-25,Supramax,Mozambique,8.62,425.5,0.455
2024-11-26,Supramax,Mozambique,8.81,413.2,0.566
2024-11-27,Supramax,Mozambique,9.11,396.0,0.565
2024-11-28,Supramax,Mozambique,9.11,398.2,0.729
2024-11-29,Supramax,Mozambique,9.09,379.5,0.286
2024-11-30,Supramax,Mozambique,9.4,381.6,0.493
2024-12-01,Supramax,Mozambique,9.67,415.0,0.584
2024-12-02,Supramax,Mozambique,9.77,397.5,0.446
2024-12-03,Supramax,Mozambique,9.97,422.4,0.315
2024-12-04,Supramax,Mozambique,10.08,407.1,0.565
2024-12-05,Supramax,Mozambique,10.31,400.2,0.77
2024-12-06,Supramax,Mozambique,10.34,422.8,0.894
2024-12-07,Supramax,Mozambique,10.43,432.3,0.674
2024-12-08,Supramax,Mozambique,10.04,411.2,0.493
2024-12-09,Supramax,Mozambique,10.13,415.0,0.415
2024-12-10,Supramax,Mozambique,10.36,415.6,0.547
2024-12-11,Supramax,Mozambique,10.33,418.7,0.643
2024-12-12,Supramax,Mozambique,10.17,392.4,0.626
2024-12-13,Supramax,Mozambique,10.29,409.1,0.671
2024-12-14,Supramax,Mozambique,10.66,402.2,0.699
2024-12-15,Supramax,Mozambique,10.65,388.2,0.503
2024-12-16,Supramax,Mozambique,10.57,385.4,0.265
2024-12-17,Supramax,Mozambique,10.62,445.5,0.447
2024-12-18,Supramax,Mozambique,10.69,415.3,0.746
2024-12-19,Supramax,Mozambique,10.63,409.2,0.563
2024-12-20,Supramax,Mozambique,11.15,395.4,0.508
2024-12-21,Supramax,Mozambique,11.32,401.2,0.433
2024-12-22,Supramax,Mozambique,11.42,384.4,0.41
2024-12-23,Supramax,Mozambique,11.68,424.1,0.18
2024-12-24,Supramax,Mozambique,11.12,403.4,0.389
2024-12-25,Supramax,Mozambique,11.07,406.7,0.426
2024-12-26,Supramax,Mozambique,10.8,393.1,0.719
2024-12-27,Supramax,Mozambique,11.22,423.5,0.673
2024-12-28,Supramax,Mozambique,11.18,392.2,0.646
2024-12-29,Supramax,Mozambique,11.16,420.5,0.474
2024-12-30,Supramax,Mozambique,11.06,414.5,0.497
2024-12-31,Supramax,Mozambique,10.88,393.0,0.623
2025-01-01,Supramax,Mozambique,10.63,425.4,0.566
2025-01-02,Supramax,Mozambique,10.68,417.8,0.424
2025-01-03,Supramax,Mozambique,10.93,411.0,0.497
2025-01-04,Supramax,Mozambique,11.14,416.8,0.64
2025-01-05,Supramax,Mozambique,11.64,403.6,0.67
2025-01-06,Supramax,Mozambique,11.62,406.0,0.667
2025-01-07,Supramax,Mozambique,11.39,399.5,0.46
2025-01-08,Supramax,Mozambique,11.37,384.3,0.488
2025-01-09,Supramax,Mozambique,11.62,405.1,0.381
2025-01-10,Supramax,Mozambique,11.41,395.1,0.754
2025-01-11,Supramax,Mozambique,11.22,394.6,0.535
2025-01-12,Supramax,Mozambique,11.42,388.8,0.439
2025-01-13,Supramax,Mozambique,11.31,398.8,0.261
2025-01-14,Supramax,Mozambique,11.48,411.0,0.723
2025-01-15,Supramax,Mozambique,11.55,409.4,0.443
2025-01-16,Supramax,Mozambique,11.73,436.0,0.803
2025-01-17,Supramax,Mozambique,11.9,415.5,0.515
2025-01-18,Supramax,Mozambique,11.84,389.9,0.536
2025-01-19,Supramax,Mozambique,11.85,389.3,0.735
2025-01-20,Supramax,Mozambique,11.42,421.4,0.466
2025-01-21,Supramax,Mozambique,11.61,400.6,0.367
2025-01-22,Supramax,Mozambique,11.79,391.8,0.246
2025-01-23,Supramax,Mozambique,11.58,399.2,0.432
2025-01-24,Supramax,Mozambique,11.89,412.3,0.606
2025-01-25,Supramax,Mozambique,11.69,406.5,0.65
2025-01-26,Supramax,Mozambique,11.76,388.8,0.582
2025-01-27,Supramax,Mozambique,11.73,387.6,0.495
2025-01-28,Supramax,Mozambique,12.11,398.5,0.653
2025-01-29,Supramax,Mozambique,12.0,423.0,0.684
2025-01-30,Supramax,Mozambique,12.04,369.5,0.604
2025-01-31,Supramax,Mozambique,11.64,393.7,0.702
2025-02-01,Supramax,Mozambique,11.62,386.0,0.56
2025-02-02,Supramax,Mozambique,11.16,392.5,0.396
2025-02-03,Supramax,Mozambique,11.26,387.4,0.639
2025-02-04,Supramax,Mozambique,11.52,430.5,0.743
2025-02-05,Supramax,Mozambique,11.42,387.0,0.68
2025-02-06,Supramax,Mozambique,11.45,398.7,0.51
2025-02-07,Supramax,Mozambique,11.56,381.2,0.457
2025-02-08,Supramax,Mozambique,11.67,393.6,0.435
2025-02-09,Supramax,Mozambique,11.37,387.6,0.571
2025-02-10,Supramax,Mozambique,11.2,397.0,0.432
2025-02-11,Supramax,Mozambique,11.42,379.7,0.578
2025-02-12,Supramax,Mozambique,11.36,389.5,0.513
2025-02-13,Supramax,Mozambique,11.37,395.5,0.855
2025-02-14,Supramax,Mozambique,11.64,402.1,0.527
2025-02-15,Supramax,Mozambique,11.78,393.9,0.491
2025-02-16,Supramax,Mozambique,12.35,411.4,0.268
2025-02-17,Supramax,Mozambique,12.6,359.2,0.537
2025-02-18,Supramax,Mozambique,12.53,370.4,0.402
2025-02-19,Supramax,Mozambique,12.41,404.0,0.399
2025-02-20,Supramax,Mozambique,12.86,394.2,0.579
2025-02-21,Supramax,Mozambique,13.06,378.6,0.439
2025-02-22,Supramax,Mozambique,13.23,404.9,0.648
2025-02-23,Supramax,Mozambique,13.04,396.7,0.361
2025-02-24,Supramax,Mozambique,13.0,400.5,0.701
2025-02-25,Supramax,Mozambique,12.97,365.0,0.365
2025-02-26,Supramax,Mozambique,13.11,392.7,0.506
2025-02-27,Supramax,Mozambique,13.27,402.1,0.643
2025-02-28,Supramax,Mozambique,12.9,371.0,0.441
2025-03-01,Supramax,Mozambique,12.94,391.8,0.602
2025-03-02,Supramax,Mozambique,12.51,389.9,0.573
2025-03-03,Supramax,Mozambique,12.61,386.5,0.35
2025-03-04,Supramax,Mozambique,12.23,384.8,0.37
2025-03-05,Supramax,Mozambique,12.15,386.6,0.35
2025-03-06,Supramax,Mozambique,12.46,379.3,0.411
2025-03-07,Supramax,Mozambique,12.75,404.8,0.296
2025-03-08,Supramax,Mozambique,12.67,393.5,0.552
2025-03-09,Supramax,Mozambique,12.7,395.2,0.554
2025-03-10,Supramax,Mozambique,12.63,387.8,0.59
2025-03-11,Supramax,Mozambique,13.0,398.5,0.44
2025-03-12,Supramax,Mozambique,12.94,390.7,0.53
2025-03-13,Supramax,Mozambique,12.88,398.5,0.279
2025-03-14,Supramax,Mozambique,12.79,387.1,0.531
2025-03-15,Supramax,Mozambique,12.81,416.7,0.43
2025-03-16,Supramax,Mozambique,12.74,421.2,0.758
2025-03-17,Supramax,Mozambique,12.52,366.7,0.579
2025-03-18,Supramax,Mozambique,13.01,395.8,0.17
2025-03-19,Supramax,Mozambique,12.93,393.2,0.799
2025-03-20,Supramax,Mozambique,12.92,375.7,0.556
2025-03-21,Supramax,Mozambique,12.83,404.0,0.431
2025-03-22,Supramax,Mozambique,13.22,375.1,0.559
2025-03-23,Supramax,Mozambique,12.7,388.3,0.247
2025-03-24,Supramax,Mozambique,13.07,378.9,0.405
2025-03-25,Supramax,Mozambique,13.27,396.7,0.283
2025-03-26,Supramax,Mozambique,12.92,406.8,0.267
2025-03-27,Supramax,Mozambique,12.73,383.7,0.316
2025-03-28,Supramax,Mozambique,12.5,390.6,0.441
2025-03-29,Supramax,Mozambique,12.65,382.7,0.295
2025-03-30,Supramax,Mozambique,12.68,375.5,0.612
2025-03-31,Supramax,Mozambique,13.05,398.0,0.302
2025-04-01,Supramax,Mozambique,12.96,382.1,0.21
2025-04-02,Supramax,Mozambique,12.88,379.9,0.496
2025-04-03,Supramax,Mozambique,12.56,381.3,0.155
2025-04-04,Supramax,Mozambique,11.97,395.4,0.4
2025-04-05,Supramax,Mozambique,11.59,395.4,0.314
2025-04-06,Supramax,Mozambique,11.87,383.5,0.347
2025-04-07,Supramax,Mozambique,11.88,394.7,0.428
2025-04-08,Supramax,Mozambique,11.59,365.9,0.597
2025-04-09,Supramax,Mozambique,11.77,373.3,0.487
2025-04-10,Supramax,Mozambique,11.19,382.8,0.742
2025-04-11,Supramax,Mozambique,11.04,376.2,0.302
2025-04-12,Supramax,Mozambique,10.93,392.8,0.463
2025-04-13,Supramax,Mozambique,11.13,435.9,0.673
2025-04-14,Supramax,Mozambique,11.14,405.0,0.272
2025-04-15,Supramax,Mozambique,11.49,376.0,0.465
2025-04-16,Supramax,Mozambique,11.48,400.4,0.351
2025-04-17,Supramax,Mozambique,11.86,394.7,0.026
2025-04-18,Supramax,Mozambique,11.84,406.1,0.488
2025-04-19,Supramax,Mozambique,11.63,374.6,0.324
2025-04-20,Supramax,Mozambique,12.21,399.6,0.402
2025-04-21,Supramax,Mozambique,12.45,364.3,0.404
2025-04-22,Supramax,Mozambique,12.68,390.6,0.549
2025-04-23,Supramax,Mozambique,12.57,411.9,0.344
2025-04-24,Supramax,Mozambique,12.28,411.4,0.506
2025-04-25,Supramax,Mozambique,12.42,377.1,0.426
2025-04-26,Supramax,Mozambique,12.38,385.3,0.554
2025-04-27,Supramax,Mozambique,12.1,410.7,0.465
2025-04-28,Supramax,Mozambique,12.01,381.8,0.255
2025-04-29,Supramax,Mozambique,12.42,390.1,0.28
2025-04-30,Supramax,Mozambique,12.31,389.9,0.398
2025-05-01,Supramax,Mozambique,12.42,374.1,0.276
2025-05-02,Supramax,Mozambique,12.43,416.8,0.326
2025-05-03,Supramax,Mozambique,12.4,384.8,0.354
2025-05-04,Supramax,Mozambique,12.17,375.6,0.315
2025-05-05,Supramax,Mozambique,12.46,391.0,0.594
2025-05-06,Supramax,Mozambique,12.61,361.3,0.187
2025-05-07,Supramax,Mozambique,12.38,415.1,0.414
2025-05-08,Supramax,Mozambique,12.53,362.9,0.112
2025-05-09,Supramax,Mozambique,12.37,394.2,0.278
2025-05-10,Supramax,Mozambique,12.45,389.3,0.506
2025-05-11,Supramax,Mozambique,12.38,403.6,0.335
2025-05-12,Supramax,Mozambique,12.11,399.8,0.346
2025-05-13,Supramax,Mozambique,11.96,381.2,0.361
2025-05-14,Supramax,Mozambique,11.73,374.1,0.244
2025-05-15,Supramax,Mozambique,11.65,361.4,0.122
2025-05-16,Supramax,Mozambique,11.51,412.8,0.38
2025-05-17,Supramax,Mozambique,11.3,377.0,0.431
2025-05-18,Supramax,Mozambique,11.66,396.7,0.421
2025-05-19,Supramax,Mozambique,11.63,391.3,0.338
2025-05-20,Supramax,Mozambique,11.81,376.8,0.417
2025-05-21,Supramax,Mozambique,11.51,386.7,0.07
2025-05-22,Supramax,Mozambique,11.95,396.3,0.253
2025-05-23,Supramax,Mozambique,11.73,382.0,0.183
2025-05-24,Supramax,Mozambique,11.83,384.7,0.494
2025-05-25,Supramax,Mozambique,11.87,404.9,0.276
2025-05-26,Supramax,Mozambique,11.82,372.3,0.081
2025-05-27,Supramax,Mozambique,11.72,402.3,0.353
2025-05-28,Supramax,Mozambique,11.4,412.8,0.165
2025-05-29,Supramax,Mozambique,11.59,409.2,0.515
2025-05-30,Supramax,Mozambique,11.87,394.0,0.489
2025-05-31,Supramax,Mozambique,11.94,382.4,0.17
2025-06-01,Supramax,Mozambique,11.89,391.9,0.199
2025-06-02,Supramax,Mozambique,11.73,426.6,0.44
2025-06-03,Supramax,Mozambique,11.83,392.0,0.61
2025-06-04,Supramax,Mozambique,11.96,415.0,0.685
2025-06-05,Supramax,Mozambique,12.15,389.3,0.143
2025-06-06,Supramax,Mozambique,12.13,380.8,0.493
2025-06-07,Supramax,Mozambique,12.35,399.2,0.257
2025-06-08,Supramax,Mozambique,11.68,387.5,0.527
2025-06-09,Supramax,Mozambique,11.53,400.5,0.275
2025-06-10,Supramax,Mozambique,11.73,397.5,0.508
2025-06-11,Supramax,Mozambique,11.67,411.6,0.235
2025-06-12,Supramax,Mozambique,11.73,398.2,0.471
2025-06-13,Supramax,Mozambique,11.74,394.4,0.259
2025-06-14,Supramax,Mozambique,11.5,396.6,0.179
2025-06-15,Supramax,Mozambique,11.48,426.2,0.193
2025-06-16,Supramax,Mozambique,11.29,398.5,0.319
2025-06-17,Supramax,Mozambique,11.37,395.1,0.326
2025-06-18,Supramax,Mozambique,11.1,394.1,0.469
2025-06-19,Supramax,Mozambique,11.09,406.0,0.147
2025-06-20,Supramax,Mozambique,10.61,384.4,0.38
2025-06-21,Supramax,Mozambique,10.76,362.8,0.419
2025-06-22,Supramax,Mozambique,10.81,375.5,0.558
2025-06-23,Supramax,Mozambique,10.8,380.1,0.28
2025-06-24,Supramax,Mozambique,10.86,393.6,0.219
2025-06-25,Supramax,Mozambique,11.07,394.1,0.071
2025-06-26,Supramax,Mozambique,10.68,410.1,0.266
2025-06-27,Supramax,Mozambique,10.42,378.5,0.522
2025-06-28,Supramax,Mozambique,10.38,389.0,0.166
2025-06-29,Supramax,Mozambique,10.5,390.0,0.198
2025-06-30,Supramax,Mozambique,10.51,395.8,0.466
2025-07-01,Supramax,Mozambique,10.49,383.9,0.306
2025-07-02,Supramax,Mozambique,10.21,384.6,0.338
2025-07-03,Supramax,Mozambique,9.9,386.0,0.394
2025-07-04,Supramax,Mozambique,9.67,403.9,0.232
2025-07-05,Supramax,Mozambique,9.72,378.5,0.293
2025-07-06,Supramax,Mozambique,9.85,378.5,0.445
2025-07-07,Supramax,Mozambique,10.02,392.7,0.619
2025-07-08,Supramax,Mozambique,10.04,398.2,0.184
2025-07-09,Supramax,Mozambique,9.9,406.2,0.362
2025-07-10,Supramax,Mozambique,9.55,416.9,0.082
2025-07-11,Supramax,Mozambique,9.74,391.2,0.227
2025-07-12,Supramax,Mozambique,9.42,410.1,0.39
2025-07-13,Supramax,Mozambique,9.44,404.1,0.261
2025-07-14,Supramax,Mozambique,8.96,399.4,0.135
2025-07-15,Supramax,Mozambique,9.08,388.3,0.28
2025-07-16,Supramax,Mozambique,9.4,365.6,0.16
2025-07-17,Supramax,Mozambique,9.14,393.1,0.325
2025-07-18,Supramax,Mozambique,8.93,396.8,0.543
2025-07-19,Supramax,Mozambique,9.07,376.6,0.362
2025-07-20,Supramax,Mozambique,9.49,397.7,0.53
2025-07-21,Supramax,Mozambique,9.32,374.0,0.381
2025-07-22,Supramax,Mozambique,9.26,407.2,0.401
2025-07-23,Supramax,Mozambique,9.33,409.8,0.374
2025-07-24,Supramax,Mozambique,9.5,397.2,0.123
2025-07-25,Supramax,Mozambique,9.58,383.2,0.058
2025-07-26,Supramax,Mozambique,9.46,367.9,0.267
2025-07-27,Supramax,Mozambique,9.55,405.7,0.223
2025-07-28,Supramax,Mozambique,9.33,383.4,0.071
2025-07-29,Supramax,Mozambique,9.19,380.5,0.0
2025-07-30,Supramax,Mozambique,9.01,381.5,0.103
2025-07-31,Supramax,Mozambique,9.22,394.5,0.163
2025-08-01,Supramax,Mozambique,9.71,399.3,0.423
2025-08-02,Supramax,Mozambique,9.52,403.8,0.183
2025-08-03,Supramax,Mozambique,9.78,371.9,0.404
2025-08-04,Supramax,Mozambique,9.89,422.6,0.337
2025-08-05,Supramax,Mozambique,9.32,370.4,0.335
2025-08-06,Supramax,Mozambique,9.45,410.6,0.127
2025-08-07,Supramax,Mozambique,9.38,380.7,0.486
2025-08-08,Supramax,Mozambique,9.09,382.6,0.513
2025-08-09,Supramax,Mozambique,9.1,390.7,0.021
2025-08-10,Supramax,Mozambique,9.12,395.2,0.043
2025-08-11,Supramax,Mozambique,9.16,412.5,0.22
2025-08-12,Supramax,Mozambique,9.4,367.2,0.175
2025-08-13,Supramax,Mozambique,9.71,396.4,0.403
2025-08-14,Supramax,Mozambique,9.4,393.0,0.087
2025-08-15,Supramax,Mozambique,9.38,420.4,0.315
2025-08-16,Supramax,Mozambique,9.33,376.4,0.28
2025-08-17,Supramax,Mozambique,9.2,407.6,0.294
2025-08-18,Supramax,Mozambique,9.35,401.6,0.387
2025-08-19,Supramax,Mozambique,9.24,395.6,0.202
2025-08-20,Supramax,Mozambique,9.31,427.6,0.114
2025-08-21,Supramax,Mozambique,9.22,409.4,0.328
2025-08-22,Supramax,Mozambique,9.31,411.1,0.388
2025-08-23,Supramax,Mozambique,8.96,403.1,0.233
2025-08-24,Supramax,Mozambique,9.08,415.1,0.271
2025-08-25,Supramax,Mozambique,9.44,411.7,0.261
2025-08-26,Supramax,Mozambique,9.18,374.3,0.54
2025-08-27,Supramax,Mozambique,9.11,418.5,0.4
2025-08-28,Supramax,Mozambique,9.27,417.2,0.168
2025-08-29,Supramax,Mozambique,9.36,411.1,0.243
2025-08-30,Supramax,Mozambique,9.32,370.3,0.202
2025-08-31,Supramax,Mozambique,9.34,393.6,0.234
2025-09-01,Supramax,Mozambique,9.24,393.3,0.095
2025-09-02,Supramax,Mozambique,9.96,373.8,0.353
2025-09-03,Supramax,Mozambique,10.17,408.5,0.102
2025-09-04,Supramax,Mozambique,9.76,410.8,0.397
2025-09-05,Supramax,Mozambique,10.23,395.9,0.146
2025-09-06,Supramax,Mozambique,10.2,403.7,0.0
2025-09-07,Supramax,Mozambique,10.44,398.5,0.364
2025-09-08,Supramax,Mozambique,10.35,384.7,0.356
2025-09-09,Supramax,Mozambique,10.34,404.7,0.257
2025-09-10,Supramax,Mozambique,10.47,409.9,0.1
2025-09-11,Supramax,Mozambique,10.24,413.1,0.302
2025-09-12,Supramax,Mozambique,10.03,422.8,0.047
2025-09-13,Supramax,Mozambique,10.06,407.9,0.359
2025-09-14,Supramax,Mozambique,9.71,425.0,0.0
2025-09-15,Supramax,Mozambique,9.18,407.7,0.306
2025-09-16,Supramax,Mozambique,9.73,418.9,0.252
2025-09-17,Supramax,Mozambique,9.57,413.1,0.135
2025-09-18,Supramax,Mozambique,9.37,410.9,0.481
2025-09-19,Supramax,Mozambique,9.55,412.9,0.19
2025-09-20,Supramax,Mozambique,9.68,422.0,0.411
2025-09-21,Supramax,Mozambique,9.68,430.0,0.032
2025-09-22,Supramax,Mozambique,9.72,394.3,0.0
2025-09-23,Supramax,Mozambique,10.0,427.5,0.172
2025-09-24,Supramax,Mozambique,10.05,416.0,0.243
2025-09-25,Supramax,Mozambique,10.14,392.6,0.084
2025-09-26,Supramax,Mozambique,10.88,418.4,0.122
2025-09-27,Supramax,Mozambique,10.43,406.1,0.318
2025-09-28,Supramax,Mozambique,10.7,372.1,0.204
2025-09-29,Supramax,Mozambique,10.1,397.3,0.466
2025-09-30,Supramax,Mozambique,10.45,416.1,0.246
2025-10-01,Supramax,Mozambique,10.18,401.7,0.0
2025-10-02,Supramax,Mozambique,10.08,414.1,0.043
2025-10-03,Supramax,Mozambique,10.55,434.6,0.543
2025-10-04,Supramax,Mozambique,10.56,384.8,0.179
2025-10-05,Supramax,Mozambique,10.46,404.6,0.29
2025-10-06,Supramax,Mozambique,10.5,409.8,0.182
2025-10-07,Supramax,Mozambique,10.94,403.9,0.397
2025-10-08,Supramax,Mozambique,10.98,407.2,0.048
2025-10-09,Supramax,Mozambique,10.86,413.1,0.315
2025-10-10,Supramax,Mozambique,10.75,409.0,0.435
2025-10-11,Supramax,Mozambique,10.69,393.5,0.461
2025-10-12,Supramax,Mozambique,10.37,403.3,0.354
2025-10-13,Supramax,Mozambique,10.62,427.8,0.283
2025-10-14,Supramax,Mozambique,10.85,405.2,0.032
2025-10-15,Supramax,Mozambique,10.7,412.1,0.452
2025-10-16,Supramax,Mozambique,10.9,425.8,0.312
2025-10-17,Supramax,Mozambique,11.17,383.0,0.395
2025-10-18,Supramax,Mozambique,10.97,406.8,0.245
2025-10-19,Supramax,Mozambique,10.69,401.4,0.0
2025-10-20,Supramax,Mozambique,10.73,401.0,0.362
2025-10-21,Supramax,Mozambique,10.84,425.7,0.478
2025-10-22,Supramax,Mozambique,10.89,427.3,0.472
2025-10-23,Supramax,Mozambique,10.6,415.1,0.129
2025-10-24,Supramax,Mozambique,10.22,411.0,0.337
2025-10-25,Supramax,Mozambique,10.53,385.5,0.111
2025-10-26,Supramax,Mozambique,11.28,426.7,0.254
2025-10-27,Supramax,Mozambique,10.95,420.1,0.216
2025-10-28,Supramax,Mozambique,10.97,424.7,0.095
2025-10-29,Supramax,Mozambique,11.12,430.6,0.273
